Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
CE 620,Finite Element Methods,Theory,Interdisciplinary STEM Course.,I - Ashish Pal,"   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,60,"[['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL', 'ALL'], ['Postgraduate Diploma(PGD-Exit)', 'Dual Degree (B.Tech. + M.Tech.)', 'M.S. by Research', 'M.S. by Research (Exit degree)', 'M.Tech.', 'M.Tech. (Exit Degree)', 'P.G.D.I.I.T (Exit Degree)', 'Ph.D.', 'ALL'], ['Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable', 'Non-Overridable']]",[],6.0,6.0,2.0, , ,N,"O.C. Zienkiewicz, The Finite Element Method, Tata McGraw-Hill, New Delhi, 1977.K. J. Bathe, Finite Element Procedures, Prentice Hall, New York, 1995.Finite Element Method with Applications in Engineering by Y. M. Desai, T.I. Eldho and A. H. Shah, Pearson, 2011","Principles of discretisation; Element stiffness mass formulation based on direct, variational and weighted residual techniques and displacements, hybrid stress and mixed approaches, shape functions and numerical integrations, convergence, Displacement formulations for rectangular, triangular and isoparametric elements for two dimensional and axisymmetric stress analysis; Thin and Thick plates and shells, Semi-analytical formulations; Three dimensional elements and degenerated forms; Stiffener elements and modifications such as use of different coordinate systems, use of nonconforming modes and penalty functions; Application to layered composite plate/shells, bridge, roof, nuclear and offshore structures; Hybrid stress and mixed formulations for plates."
CE 632,Ground Improvement,Theory,Interdisciplinary STEM Course.,I - Satyanarayana Murty Dasaka,"  Room No. 209
FullSemester","8
Mon-8A-14:00:00-15:25:00-Room No. 209
Thu-8B-14:00:00-15:25:00-Room No. 209", , ,300,No restrictions,[],6.0,3.0, , , ,N, , 
CE 645,Geotechnical Centrifuge Modelling,Theory,Interdisciplinary STEM Course.,I - Bhamidipati Venkata Surya viswanadham,"  Room No. 209
FullSemester","9
Mon-9A-15:30:00-16:55:00-Room No. 209
Thu-9B-15:30:00-16:55:00-Room No. 209", , ,300,No restrictions,[],6.0,6.0, ,2.0, ,N,"Craig, W.H., The application of centrifuges modelling to Geotechncial Design, Proceedings of a Symposium, Manchester, Balkema, April, 1984, Proceedings of the International Conferences- Centrifuge `88, Centrifuge `91, Centrifuge `94, Centrifuge `98, Centrifuge 2002, Balkema. Geotechnical Centrifuge Technology, Taylor, R.N., (ed.), Blackie Academic & Professional, 1995.","Modelling and simulation - Dimensional analysis; Physical modelling using Centrifuge, historical perspectives, developments in hardware; Equipment - type of centrifuges; Principles of centrifuge modelling: scaling laws for static, dynamic loading and scaling laws for diffusion phenomena, Scale effects: Dependency of soil behaviour on stress level and stress history; Rotational acceleration and stress field, Modelling of models, Coriolis effect in Centrifuge, Grain size effects; Instrumentation in centrifuge modelling; Data acquisition systems; Applications of centrifuge modelling -Embankments and Dams, Shallow foundations, Deep foundations, Retaining structures, Anchorages, Ground improvement, Environmental geotechnics, Earthquake effects."
CE 648,Finite Element Methods in Geotechnical Engineering,Theory,Interdisciplinary STEM Course.,I - Pinom Ering,"  Room No. 209
FullSemester","10
Fri-10B-14:00:00-15:25:00-Room No. 209
Tue-10A-14:00:00-15:25:00-Room No. 209", , ,300,No restrictions,[],6.0,6.0, , , ,N,"Robert D. Cook, Concepts and Applications of Finite Element Analysis, Third Edition, John Wiley and Sons.C.S. Desai, J.F. Abel, Introduction to the Finite Element Method, A numerical Method for Engineering Analysis, East-West Edition, 1972.O.C. Zienkiewicz and R.L. Taylor, Finite Element Method, McGraw-Hill, 1991.","Theory: energy concepts and variational principles, discretisation of continuous media, two and three dimensional analysis, stiffness of simple elements, Isoparametric elements and interface elements, assembly and solution techniques, computerisation, introduction to nonlinear problems, plasticity problems and no tension analysis, applications to problems such as stress distribution and deformations in isotropic and anisotripic soil and rock media, stress and deformations around excavations and built-up embankments, seepage through porous media, one dimensional consolidation, stress distribution around openings in intact and fisssured rock."
CE 651,Bridge Engineering,Theory,Interdisciplinary STEM Course.,I - Alok Goyal,"  Room No. 209
FullSemester","11
Fri-11B-15:30:00-16:55:00-Room No. 209
Tue-11A-15:30:00-16:55:00-Room No. 209", , ,300,No restrictions,[],6.0,3.0, , , ,N,"1. D. Johnson Victor, ""Essentials of Bridge Engineering"", Oxford &IBH Publishing Company Pvt. Ltd.2. Richard M. Barker &Jay A. Puckett, ""Design of Highway Bridges : An LRFD Approach"", Wiley Publications.","1. Historical evolution of bridges and classification 2. Design principles for superstructure and substructure. Introduction to codes. Design of slab bridges, steel girder bridges and prestressed concrete bridges 3. Introduction to bridge design softwares"
CE 654,Advanced Hydrological Analysis and Design,Theory,Interdisciplinary STEM Course.,I - V. Jothiprakash,"  Room No. 233
FullSemester","3
Mon-3A-10:35:00-11:30:00-Room No. 233
Thu-3C-08:30:00-09:25:00-Room No. 233
Tue-3B-11:35:00-12:30:00-Room No. 233", , ,300,No restrictions,[],6.0,3.0, , , ,N,"1. Mc.Cuen, R.H., (1989) Hydrologic Analysis andDesign, Prentice Hall, ew Jersey, N1989.2. Chow, V.T., (1964) Handbook of AppliedHydrology, McGraw - Hill, 1964.3. Vijay, P. Singh (1989) Hydrologic systems, Vol.I & II, Prentice Hall, New Jersey, 1989.4. Kottegoda, N. T., (1980) Stochastic WaterResources Technology, The Macmillan PressLtd. London5. Salas, J.D., J.W. Delleur., V. Yevjevich and W.L.Lane, (1980) Applied Modelling of HydrologicTime Series, Water Resources Publications,Colorado.6. Yevjevich, (1972) Stochastic Process inHydrology, Water Res. Publ., Colorado.7. Subramanya K, (2008) Engineering Hydrology(3rd Edition), Tata McGraw Hill PublishingCompany, New Dehli, 2008","Review of Various Processes in the HydrologicalCycle: Precipitation, Abstracts, Evaporation,Infiltration, Evapotranspiration, Runoff,Streamflow and its measurements, floods, floodrouting.Problems and Models in Hydrology: SystemsApproach, Parameter Estimation methods,Watershed Runoff Modeling, Response TimeCharacteristics, Linear Models: Rational Method,Time Area Methods, Unit Hydrograph Method,Derivation of UH and IUH, Clark Model, NashModel, Time-Variant Linear Reservoir, Time-AreaMethod.Hydrologic Time Series Models: Time seriesintroduction, Introduction to stochastic models likeAR, ARMA and ARIMA. Rainfall-runoff modelscasestudies, case studies of other hydrological timeseries models.Hydrologic and Hydraulic Design: Design ofWater Supply, Sewerage and Storm WaterNetworks: standards and case studies, finding thecapacity of reservoir, rain water harvestingsystems, case studies on conventional water storagestructures.Soft Computing and Recent Techniques inHydrologic Models: Introduction and applicationsof soft computing techniques like, Artificial neuralnetworks, Genetic programming, Model tree, chaostheory, singular spectrum analysis."
CE 658,Hydrogeomorphology,Theory,Interdisciplinary STEM Course.,I - Basudev Biswal,"  Room No. 209
FullSemester","14
Fri-14B-17:30:00-18:55:00-Room No. 209
Tue-14A-17:30:00-18:55:00-Room No. 209", , ,300,No restrictions,[],6.0,3.0, , , ,N,1. Rodriguez - Iturbe I & Rinaldo A. Fractal river basins : chance and self organizatyion2. Mandelbrot B.B. The fractal geometry of nature3. Bak P. How nature works the science of self organized criticality4. Rodriguez Iturbe I & Proparoto Ecohydrology of water controlled ecosystems : soil moisture and plant dynamics5. Sivakumar B. Chaos in hydrology : bridging determinism and stochasticity.6. Recently published relevant research papers.,Topic 1 : A quantitative glance a river basins.Topic 2 : Fractal Characteristics of river basinsTopic 3 : Multi fractal characteristics of river basinsTopic 4 : Landscape evolution modellingTopic 5 : Geomorphological origin of hydrologic responseTopic 6 : Self organization in hydrological systems
CE 659,Advanced Surveying,Theory,Interdisciplinary STEM Course.,I - RAAJ Ramsankaran,"  Room No. 212
FullSemester","11
Fri-11B-15:30:00-16:55:00-Room No. 212
Tue-11A-15:30:00-16:55:00-Room No. 212", , ,10,No restrictions,[],6.0,2.0, ,2.0, ,N,"Satheesh Gopi, R. Sathikumar, and N. Madhu. Advanced Surveying: Total Station, GIS and Remote Sensing 1st Edition, 2007, Pearson India2. Pinliang Dong, Qi Chen. LiDAR Remote Sensing and Applications, 1st Edition, CRC Press10.3. Hofmann302255Wellenhof, Bernhard, Lichtenegger, Herbert, Wasle, Elmar. GNSS 302226 Global Navigation Satellite Systems. 1st Edition. 2008, Springer302255Verlag Vienna 4. Harry M. Jol. Ground Penetrating Radar Theory and Applications, 1st Edition, 2009, Elsevier publications.","Total Station­ Basics, Different sources of errors, Different types of surveying methods LiDAR concepts­ Terrestrial LiDAR, Airborne LiDAR overview Unmanned Aerial System (UAS) Photogrammetry & Remote Sensing overview GNSS­ Basic concepts, Different types of GPS errors, and their corrections, Different types of GNSS based surveying techniques GPR­ Basics, Survey techniques, GPR Radargram Interpretation"
CE 660,Conservation of Heritage Structures,Theory,Advanced Course.,I - Swathy Manohar,"  Room No. 228
FullSemester","6
Fri-6B-11:05:00-12:30:00-Room No. 228
Wed-6A-11:05:00-12:30:00-Room No. 228", , ,30,No restrictions,[],6.0,3.0, , , ,N,"1. Conserving Stone Heritage: Traditional and Innovative Materials and Techniques (2011) by Francesca Gherardi and Pagona Noni Maravelaki, Springer, (Book). 2. Stone Decay and Conservation: atmospheric Pollution, Cleaning, Consolidation and Protection (1983), Materials Science Monographs, G. G. Amorodo and V. Fassina, Elsevier (Book). 3. ASI (2014) National Policy for the Conservation of the Ancient Monuments, Archaeological Sites and Remains, ASI, New Delhi, (Policy Document) 4. The Australia ICOMOS Charter For Places of Cultural Significance, (2013), (Policy Document and guidelines) 5. ICOMOS Charters and ISCARSAH Documents (Principles, Guidelines, Declarations) (1964, 2003, 2014), (Policy Documents)","Topics Module 1: Introduction A) Historical perspective of conservation B) Classification of heritage based on different criteria C) Policies and agencies of conservation across world D) Conservation principles and practices – documentation E)Conservation scenario - Global and Indian versions Module 2: Conservation Processes A) Conservation approach B) Diagnostic investigations C) Masonry characterization D) Deterioration in heritage structures, causes of decay E) Maintenance, Preservation, Repairs, Restoration, Reconstruction F) Structural strengthening and retrofitting Module 3: Structural Materials and Systems in heritage constructions A)Rock-cut architecture B)Structural behaviour of heritage structures C)Joints, connections, monolithic elements : Design and Challenges D)Material behavior- Stones, clay bricks, mud E)Masonry mortars F)Concrete/Modern heritage buildings, new buildings in heritage settings G)Structural health monitoring H)Investigation and conservation of historic structures: case studies I)Heritage Conservation – challenges and opportunities: Heritage tourism, sustainability and way forward"
CE 676,Water Resources Systems,Theory,Interdisciplinary STEM Course.,I - Manne Janga Reddy,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,60,No restrictions,[],6.0,6.0, , , ,N," Vedula, S. and PP MujumdarWater Resources Systems , Tata McGraw-Hill, New Delhi, 2005. Simonovic, S.P. Managing water resources: Methods and tools for a systems approach, UNESCOpublishing, France, 2009. Karamouz, M., Szidarovszky, F., Zahraie, B.Water resources systemsanalysis, CRC Press, Boca Raton,2003. Loucks, D.P. and Eelco van Beek. Water resources systems planning and management: An introduction tomethods, models and applications., UNESCO Publ., 2005. Mays, L.W., Y.K. Tung.Hydrosytems engineering and management, McGraw-Hill, New York, 1992. Loucks, D. P., Stedinger, J. R., and Haith, D. A., Water Resources Systems Planning and Analysis, Prentice-Hall, Englewood Cliffs, NJ, 1981. ReVelle, C. and McGarity, A. E., Design and Operation of Civil and Environmental Engineering Systems, John Wiley& Sons, New York, 1997."," Importance of Systems Approach in Water Resources; Introduction to system concepts, mathematical modeling, Simulation, Optimization, Unconstrained and Constrained Optimization.  Classical Optimization methods: Calculus based methods; Single and multiple variable optimization; Lagrange Multipliers; Kuhn Tucker conditions; applications in water resources.  Linear Programming: Definitions; Graphical solutions; Simplex method; Big-M Method; Duality theory; Sensitivity Analysis in LP; Numerical examples; applications in water resources.  Dynamic Programming: Definitions; recursive equations; numerical examples; applications in water resources: water allocation, capacity expansion, reservoir operation.  Reservoir Systems: Reservoir sizing, modeling of reservoir systems for flood control, hydropower, irrigation, water quality control; optimal operation for single and multireservoir systems; simulation models for hydropower systems and examples;  Performance evaluation of water resources projects- reliability, resiliency, vulnerability, sustainability measures.  Stochastic Optimization: Chance constrained optimization; stochastic dynamic programming; Applications in water resources & reservoir operation.  Evolutionary algorithms for optimization - Genetic algorithms (GA)and other EAs, applications in water resources.  Decision making with multiple objectives: conventional and non-conventional approaches; multi-objective GAs; applications in water resources."
CE 677,Design and Testing of Pile Foundations,Theory,Interdisciplinary STEM Course.,"A - Ashish Juneja
A - Sunil Basarkar
I - Satyanarayana Murty Dasaka","   
FullSemester","5
Fri-5B-09:30:00-10:55:00-
Wed-5A-09:30:00-10:55:00-", , ,300,No restrictions,[],6.0,3.0, , , ,N,"M.J.Tomlinson and J Woodward, Pile Design and Construction Practice, 6 th Edition, CRCPress, Taylor and Francis Group, 2014. H.G.Poulos, Tall building Foundation Design, 1 st Edition, CRC Press, Taylor and FrancisGroup, 2017. K. Fleming, A. Weltman, M. Randolph, K.Elson, Piling Engineering, CRC Press, 2008. M.Randolph and S.Gourvenec, Offshore Geotechnical Engineering, 1 st Edition, SponPress, Taylor and Francis Group, 2011. J.E. Bowles, Foundation Analysis and Design, McGraw-Hill International Edition, FifthEdition, 2001. GEO Publication No. 1/2006: Foundation Design and Construction, GeotechnicalEngineering Office, Hong Kong. V.N.S. Murthy, Advanced Foundation Engineering, Geotechnical Engineering Series, CBSPublishers, 2010. Design of Pile Foundations, US Army Core of Engineers, University Press of the Pacific,2005.","Types of piles and choice of pile type – Classification piles, large-displacement piles, small-displacement piles, replacement piles, special pile types  Design of piles - Building loads, Pile design in relation to geology, design philosophies, allowable stress design, Ultimate and serviceability limit state design, LRFD design concepts, axially loaded piles in soil, rock socketed piles, uplift capacity of piles, lateral load capacity of piles, negative skin friction, Settlement analysis.  Pile group effects – ultimate capacity of pile groups, settlement of pile groups, negative skin friction of pile groups, piled raft foundations.  Pile installation and construction control – equipment, liners, hammers and vibratory drivers, selection of method of pile installation, potential problems prior to and during pile installation, impact of installation techniques, damaging effects and mitigating measures.  Design of basement walls and excavations – Walls types, design issues, design criteria, analysis and design methods, control measures.  Integrity tests of piles – Role of integrity tests, types of non-destructive integrity tests, practical considerations in the use of integrity tests.  Pile load tests – static and dynamic loading tests, vertical and lateral load testing, load tests using Osterberg cell, timing of load tests, design and construction of ground anchors, construction of test pile, equipment, reaction arrangement, instrumentation, test procedures, interpretation of test results.  Hands-on experience to the students in pile testing and interpretation - Static pile load testing at large-scale pile testing setup at IIT Bombay, working with hydraulic jack and load cell, load maintenance, interpretation of ultimate capacity of pile and design capacity  Case studies and forensic aspects of pile foundation"
